Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.775, 2, LeadVehicle, 72.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.842
1.800, 0, Ego, 35.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.033
1.800, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.800, 2, LeadVehicle, 73.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.033
1.825, 0, Ego, 35.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.223
1.825, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.825, 2, LeadVehicle, 73.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.223
1.850, 0, Ego, 35.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.131
1.850, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.850, 2, LeadVehicle, 74.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.131
1.875, 0, Ego, 36.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.321
1.875, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.875, 2, LeadVehicle, 74.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.321
1.900, 0, Ego, 36.667, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.512
